CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
200020990,WEAPON LAW VIOLATIONS,5299,WEAPONS OFFENSE (OTHER),A,2600 BLOCK PITTSFIELD BLVD,ANN ARBOR,2020-07-04 07:08:00,WEAPONS OFFENSE,-83.69321519899995,42.247795600000075
201000320,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK MEDFORD RD,ANN ARBOR,2020-07-18 13:30:00,LARCENY - ALL OTHER,-83.71501519899994,42.25774690000003
200023015,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-20 15:15:00,LARCENY - RETAIL FRAUD,-83.74599350099999,42.241659800000036
200023007,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,100 BLOCK W SUMMIT ST,ANN ARBOR,2020-07-15 12:00:00,FRAUD,-83.74792649999995,42.289198001000045
201000322,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK HILL ST,ANN ARBOR,2020-06-24 12:00:00,LARCENY - ALL OTHER,-83.74394319899994,42.271567600000026
200022034,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1400 BLOCK E STADIUM BLVD,ANN ARBOR,2020-07-12 23:14:00,LARCENY - ALL OTHER,-83.73008270099996,42.26045190000008
200022809,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,400 BLOCK HILL ST,ANN ARBOR,2020-07-18 20:25:00,INTIMIDATION / STALKING,-83.74352830099997,42.27208200000007
200014205,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2020-04-28 13:39:00,LARCENY - RETAIL FRAUD,-83.74043689999996,42.27879860100006
200014205,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S STATE ST,ANN ARBOR,2020-04-28 13:39:00,TRESPASSING / INVASION OF PRIVACY,-83.74043689999996,42.27879860100006
200023023,IDENTITY THEFT FRAUD,2610,PERS IDENT INFO OBT/POSS/TRANS W/INTENT TO COMMIT IDENTITY THEFT,A,1700 BLOCK WAVERLY RD,ANN ARBOR,2020-07-14 11:46:30,FRAUD,-83.77072179999999,42.25873399900007
200023110,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2020-07-21 03:30:00,LARCENY - ALL OTHER,-83.69030989899994,42.30697550000008
200023094,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,3200 BLOCK PACKARD RD,ANN ARBOR,2020-07-21 10:17:30,INTIMIDATION / STALKING,-83.69572929899994,42.24481130000004
200023085,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK E WASHINGTON ST,ANN ARBOR,2020-07-21 02:09:00,LARCENY - FROM AUTO (LFA),-83.74659879999996,42.28061150100007
200019177,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2600 BLOCK S MAIN ST,ANN ARBOR,2020-06-18 18:24:00,ASSAULT - SIMPLE,-83.75001509899994,42.24796520000007
200022549,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1100 BLOCK MAIDEN LANE CT,ANN ARBOR,2020-07-08 23:13:00,FRAUD,-83.73291329899996,42.28854249900007
200018824,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,600 BLOCK E HURON ST,ANN ARBOR,2020-06-12 11:41:00,FRAUD,-83.74199299899999,42.28154919900004
201000324,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,500 BLOCK N 4TH AVE,ANN ARBOR,2020-07-17 19:28:00,LARCENY - FROM AUTO (LFA),-83.74674499999998,42.28536290100004
200022938,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2900 BLOCK JACKSON AVE,ANN ARBOR,2020-07-20 01:21:00,DAMAGE TO PROPERTY,-83.78820160099997,42.28383190000005
200017640,ALL OTHER,3605,INDECENT EXPOSURE,B,MIDDLETON DR & BARDSTOWN TRL,ANN ARBOR,2020-06-06 19:40:00,SEX OFFENSES - OTHER,-83.68809909899994,42.295947101000024
201000327,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1500 BLOCK HILL ST,ANN ARBOR,2020-07-08 12:00:00,BURGLARY - RESIDENTIAL,-83.72883400099994,42.27213300000005
200022460,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1800 BLOCK STADIUM PL,ANN ARBOR,2020-07-13 12:30:00,LARCENY - ALL OTHER,-83.76917100099996,42.26661980000006
200023122,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,100 BLOCK GLENDALE DR,ANN ARBOR,2020-07-20 02:15:00,OTHER - ORDINANCE VIOLATIONS,-83.77113660099997,42.28288690100004
200015791,ROBBERY,1209,ROBBERY - RESIDENCE - STRONG ARM,A,2800 BLOCK BURTON RD,ANN ARBOR,2020-05-18 21:22:00,ROBBERY,-83.68534999999997,42.24544920100004
200023199,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E KINGSLEY ST,ANN ARBOR,2020-07-20 04:00:00,LARCENY - ALL OTHER,-83.74327929999998,42.28503280000007
201000326,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,100 BLOCK DEPOT ST,ANN ARBOR,2020-07-18 01:30:00,LARCENY - ALL OTHER,-83.74678549999999,42.288656400000036
200023196,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK FULLER RD,ANN ARBOR,2020-07-22 04:38:00,LARCENY - FROM AUTO (LFA),-83.70008939999997,42.27693380000005
200023200,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E KINGSLEY ST,ANN ARBOR,2020-07-10 16:30:00,LARCENY - ALL OTHER,-83.74327929999998,42.28503280000007
200023092,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2998,"DAMAGE PROPERTY - MDOP - DESTROY, INJURE PROPERTY OF POLICE/FIRE DEPTS",A,600 BLOCK S FOREST AVE,ANN ARBOR,2020-07-21 09:55:00,DAMAGE TO PROPERTY,-83.73311419999999,42.27502370000008
200023154,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,0 BLOCK KILBRENNAN CT,ANN ARBOR,2020-07-21 21:09:00,ASSAULT - SIMPLE,-83.71121659999994,42.23483790000006
200023191,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2300 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-07-17 16:09:30,LARCENY - ALL OTHER,-83.70816100099995,42.30594650100005
201000319,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E HURON ST,ANN ARBOR,2020-07-10 12:00:00,LARCENY - ALL OTHER,-83.74323779899998,42.28154040000004
200023009,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,500 BLOCK S DIVISION ST,ANN ARBOR,2020-07-20 12:15:00,ASSAULT - SIMPLE,-83.74454290099999,42.27550910000008
200018996,DRUG/NARCOTIC VIOLATIONS,3535,POSSESSION OF MARIJUANA/SYNTHETIC EQUIVALENTS,A,FULLER RD & GLAZIER WAY,ANN ARBOR,2020-06-17 03:10:00,OTHER,-83.71208799999994,42.28722250000004
200018996,WEAPON LAW VIOLATIONS,5202,CCW-CONCEALED WEAPONS - CARRYING CONCEALED,A,FULLER RD & GLAZIER WAY,ANN ARBOR,2020-06-17 03:10:00,WEAPONS OFFENSE,-83.71208799999994,42.28722250000004
200018996,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,FULLER RD & GLAZIER WAY,ANN ARBOR,2020-06-17 03:10:00,OUI OF LIQUOR / DRUGS,-83.71208799999994,42.28722250000004
200019794,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-06-23 23:25:00,ASSAULT - AGGRAVATED,-83.74469009899997,42.27924920000004
200023244,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK S STATE ST,ANN ARBOR,2020-07-22 15:45:00,ASSAULT - SIMPLE,-83.73987669899998,42.24011029900004
200023285,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1100 BLOCK WOLVERHAMPTON LN,ANN ARBOR,2020-07-08 12:00:00,FRAUD,-83.69880639999997,42.28850789900008
200023252,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-22 21:20:00,PUBLIC PEACE,-83.68806069899995,42.256016199000044
200023252,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-22 21:20:00,TRESPASSING / INVASION OF PRIVACY,-83.68806069899995,42.256016199000044
200023325,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK PAGE AVE,ANN ARBOR,2020-07-07 18:30:00,ASSAULT - SIMPLE,-83.72865080099996,42.254829001000076
200023439,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,1600 BLOCK PACKARD ST,ANN ARBOR,2020-07-23 01:00:00,LARCENY - ALL OTHER,-83.73159759999999,42.26212699900003
200023177,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E LIBERTY &  S MAIN,ANN ARBOR,2020-07-22 01:15:00,ASSAULT - SIMPLE,-83.74859989899994,42.27957610000004
200023429,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,E WILLIAM ST & S FOURTH AVE,ANN ARBOR,2020-07-24 12:26:00,LIQUOR LAW VIOLATION,-83.74742239999995,42.27791640000004
200023428,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-24 12:16:00,LARCENY - ALL OTHER,-83.68976999999995,42.256974100000036
200023428,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-24 12:16:00,LARCENY - RETAIL FRAUD,-83.68976999999995,42.256974100000036
200023474,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-24 18:03:00,LARCENY - RETAIL FRAUD,-83.68686279899998,42.258272100000056
200023507,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,300 BLOCK S FOURTH AVE,ANN ARBOR,2020-07-24 20:25:00,FRAUD,-83.74776060099998,42.278987200000074
200023577,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,2300 BLOCK ARROWWOOD TRL,ANN ARBOR,2020-07-25 00:00:00,FRAUD,-83.73492660099998,42.307610400000044
200022879,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3400 BLOCK RICHMOND CT,ANN ARBOR,2020-06-28 02:00:00,FRAUD,-83.69506480099994,42.31614889900004
200023585,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1500 BLOCK WARWICK CT,ANN ARBOR,2020-07-24 14:00:00,FRAUD,-83.77540849999997,42.25960240000006
200023712,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,3400 BLOCK FERRY ST,ANN ARBOR,2020-06-13 14:07:30,ASSAULT - AGGRAVATED,-83.79763400099995,42.284438400000056
200023837,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-27 18:05:00,ASSAULT - SIMPLE,-83.75286379999994,42.23893779900004
200016657,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,400 BLOCK HILL ST,ANN ARBOR,2020-05-28 01:23:00,ASSAULT - SIMPLE,-83.74367349899995,42.271993999000074
200016657,LIQUOR LAW VIOLATION,4196,LIQUOR - MINOR POSSESS/CONSUME/PURCHASE ATTEMPTS,B,400 BLOCK HILL ST,ANN ARBOR,2020-05-28 01:23:00,LIQUOR LAW VIOLATION,-83.74367349899995,42.271993999000074
200016657,ALL OTHER,4801,RESISTING OFFICER,B,400 BLOCK HILL ST,ANN ARBOR,2020-05-28 01:23:00,OBSTRUCTING POLICE,-83.74367349899995,42.271993999000074
200023812,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2300 BLOCK TIMBERCREST CT,ANN ARBOR,2020-07-24 20:40:00,FRAUD,-83.72005889899998,42.319897000000026
200018622,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,800 BLOCK GOTT ST,ANN ARBOR,2020-06-13 15:15:00,LARCENY - ALL OTHER,-83.75736509999996,42.289463100000035
200022881,ALL OTHER,8013,"ACCIDENT, FAILED TO REPORT",B,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2020-07-18 23:00:00,ACCIDENT - HIT & RUN,-83.77779309899995,42.27663179900003
200023799,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,200 BLOCK E DAVIS AVE,ANN ARBOR,2020-07-27 12:40:00,DAMAGE TO PROPERTY,-83.74784360099994,42.27055270000005
200023779,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,1900 BLOCK GEDDES AVE,ANN ARBOR,2020-07-25 20:00:00,INTIMIDATION / STALKING,-83.72393159899997,42.27571660000007
200023757,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,S UNIVERSITY AVE & CHURCH ST,ANN ARBOR,2020-07-26 22:59:30,LARCENY - FROM AUTO (LFA),-83.73460560099994,42.27500850000007
200023447,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK COLUMBUS DR,ANN ARBOR,2020-07-23 09:45:00,ASSAULT - SIMPLE,-83.79514949999998,42.287185100000045
200022095,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-11 15:12:00,LARCENY - ALL OTHER,-83.72178150099995,42.266750100000024
201000321,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK LONGSHORE DR,ANN ARBOR,2020-07-18 20:52:30,LARCENY - FROM AUTO (LFA),-83.74446189899999,42.29148250000003
201000332,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1000 BLOCK BATH ST,ANN ARBOR,2020-07-21 11:30:00,FRAUD,-83.76004079899997,42.28287809900007
201000335,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,ELLSWORTH AND JONATHON CT,ANN ARBOR,2020-07-23 04:00:00,LARCENY - ALL OTHER,-83.71033187499995,42.230055492000076
200023622,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2200 BLOCK FULLER CT,ANN ARBOR,2020-07-25 20:31:00,FRAUD,-83.71578279999994,42.285167200000046
200023958,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,400 BLOCK S FOURTH AVE,ANN ARBOR,2020-07-23 12:00:00,DAMAGE TO PROPERTY,-83.74778129999999,42.27651430000003
200023790,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-27 11:27:00,TRESPASSING / INVASION OF PRIVACY,-83.68806069899995,42.256016199000044
201000331,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,100 BLOCK W HOOVER AVE,ANN ARBOR,2020-07-20 19:30:00,LARCENY - ALL OTHER,-83.75137020099999,42.269248901000026
200023952,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2020-06-28 06:30:00,FRAUD,-83.77551219999998,42.271099099000025
201000336,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK ASTOR AVE,ANN ARBOR,2020-07-25 06:00:00,LARCENY - ALL OTHER,-83.73639149999997,42.25761890000007
200023968,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,1000 BLOCK LONG SHORE DR,ANN ARBOR,2020-07-28 18:04:00,PUBLIC PEACE,-83.74446189899999,42.29148250000003
200023784,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,2300 BLOCK TIMBERCREST CT,ANN ARBOR,2020-07-27 10:55:00,OBSTRUCTING JUSTICE,-83.72005889899998,42.31943709900003
200024026,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,2300 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-28 21:45:00,DAMAGE TO PROPERTY,-83.71430949899997,42.26119970000008
201000342,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1800 BLOCK TIMBER TRL,ANN ARBOR,2020-07-27 00:12:00,LARCENY - ALL OTHER,-83.77206979999994,42.30170870000006
200021451,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1900 BLOCK TRAVER RD,ANN ARBOR,2020-07-08 00:30:00,LARCENY - FROM AUTO (LFA),-83.72780149899995,42.29973290000004
200014894,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,0 BLOCK ROCKLAND CT,ANN ARBOR,2020-05-06 21:18:00,ASSAULT - AGGRAVATED,-83.71188089999998,42.23660170000005
200024036,STOLEN PROPERTY,2804,STOLEN PROPERTY - POSSESSING,A,1500 BLOCK BROADWAY ST,ANN ARBOR,2020-07-29 11:55:00,STOLEN PROPERTY,-83.73131030099995,42.29290849900008
200024057,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3000 BLOCK VALENCIA CIR,ANN ARBOR,2020-07-26 13:30:00,ASSAULT - SIMPLE,-83.71908769999999,42.235514299000045
200024157,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1100 BLOCK MAIDEN LANE CT,ANN ARBOR,2020-06-27 00:00:00,FRAUD,-83.73312149999998,42.288894500000026
200024107,ALL OTHER,5012,PROBATION VIOLATION,B,200 BLOCK E HURON ST,ANN ARBOR,2020-07-29 22:38:00,OBSTRUCTING JUSTICE,-83.74711749999994,42.281119200000035
200024107,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,200 BLOCK E HURON ST,ANN ARBOR,2020-07-29 22:38:00,PUBLIC PEACE,-83.74711749999994,42.281119200000035
200024054,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2300 BLOCK E STADIUM BLVD,ANN ARBOR,2020-07-28 17:15:00,LARCENY - ALL OTHER,-83.71302249999997,42.25840500000004
200024035,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2695,OBTAINING MONEY UNDER FALSE PRETENSES,A,3500 BLOCK PLATT RD,ANN ARBOR,2020-07-29 00:58:00,FRAUD,-83.69958439999994,42.23693350000008
200024020,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2674,FRAUD (LARCENY) BY CONVERSION,A,800 BLOCK EDWARD ST,ANN ARBOR,2020-07-28 13:27:30,FRAUD,-83.74921279899996,42.28984340000005
200024044,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1500 BLOCK WHITE ST,ANN ARBOR,2020-07-28 12:25:00,FRAUD,-83.73894300099994,42.261645900000076
200021090,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,900 BLOCK VICTORS WAY,ANN ARBOR,2020-07-05 00:50:00,ASSAULT - SIMPLE,-83.73413179999994,42.239122000000066
200024234,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,E HURON ST & S MAIN ST,ANN ARBOR,2020-07-30 18:54:00,LIQUOR LAW VIOLATION,-83.74851009999998,42.28141030100005
201000349,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3100 BLOCK WILLIAMSBURG RD,ANN ARBOR,2020-07-30 06:30:00,LARCENY - FROM AUTO (LFA),-83.69675519999998,42.23500340100003
201000343,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK E. HOOVER,ANN ARBOR,2020-07-29 00:00:00,LARCENY - ALL OTHER,-83.74269839999994,42.26988840000007
201000350,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1400 BLOCK EDGEWOOD AVE,ANN ARBOR,2020-07-29 21:30:00,LARCENY - FROM AUTO (LFA),-83.75487599999997,42.26474009900005
200023538,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1000 BLOCK ARBORDALE ST,ANN ARBOR,2020-07-25 01:28:00,ASSAULT - SIMPLE,-83.76721539999994,42.26849750000008
200024363,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-31 16:50:00,LIQUOR LAW VIOLATION,-83.68856559999995,42.25579510100005
201000346,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK PACKARD ST,ANN ARBOR,2020-07-26 02:49:00,LARCENY - ALL OTHER,-83.73425359999999,42.26468930000004
201000345,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,600 BLOCK E HURON ST,ANN ARBOR,2020-07-27 22:50:00,BURGLARY - RESIDENTIAL,-83.74141210099998,42.28144080000004
201000344,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1500 BLOCK PACKARD STREET APT 6,ANN ARBOR,2020-07-19 02:00:00,LARCENY - ALL OTHER,-83.73284259999997,42.26330770100003
201000348,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,200 BLOCK LYNDENGLEN DR,ANN ARBOR,2020-07-30 15:00:00,DAMAGE TO PROPERTY,-83.74489759999994,42.251859900000056
200024170,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1100 BLOCK POMONA RD,ANN ARBOR,2020-07-30 05:40:30,FRAUD,-83.76360829899994,42.29173940000004
200024340,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-31 14:34:00,TRESPASSING / INVASION OF PRIVACY,-83.68806069899995,42.256016199000044
200024228,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1800 BLOCK HILL ST,ANN ARBOR,2020-07-30 17:24:00,FRAUD,-83.72528890099994,42.27375130100006
201000337,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,600 BLOCK S DIVISION ST,ANN ARBOR,2020-07-08 12:00:00,LARCENY - ALL OTHER,-83.74450390099997,42.27375730000006
200024445,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,300 BLOCK E LIBERTY ST,ANN ARBOR,2020-07-28 10:28:00,ASSAULT - AGGRAVATED,-83.74469009899997,42.27924920000004
200015781,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,2800 BLOCK BURTON RD,ANN ARBOR,2020-05-18 18:41:00,ASSAULT - AGGRAVATED,-83.68534999999997,42.24544920100004
200015781,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2800 BLOCK BURTON RD,ANN ARBOR,2020-05-18 18:41:00,DAMAGE TO PROPERTY,-83.68534999999997,42.24544920100004
200015781,ANIMAL CRUELTY,5586,ANIMALS -CRUELTY TO,A,2800 BLOCK BURTON RD,ANN ARBOR,2020-05-18 18:41:00,HEALTH AND SAFETY,-83.68534999999997,42.24544920100004
200024362,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,700 BLOCK WAYMARKET DR,ANN ARBOR,2020-07-30 12:00:00,FRAUD,-83.75750459999995,42.242477301000065
200024361,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,3100 BLOCK ROSEDALE ST,ANN ARBOR,2020-07-31 15:00:00,INTIMIDATION / STALKING,-83.70158419999996,42.24298380000005
200023616,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,S FOREST AVE & S UNIVERSITY AVE,ANN ARBOR,2020-07-25 20:05:00,PUBLIC PEACE,-83.73311419999999,42.27502370000008
200024415,ROBBERY,1204,ROBBERY - STREET - GUN,A,2600 BLOCK ANN ARBOR SALINE RD,ANN ARBOR,2020-07-31 23:52:00,ROBBERY,-83.75991639999995,42.24784260100006
200024578,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,1000 BLOCK ARBORDALE ST,ANN ARBOR,2020-08-02 11:45:00,TRESPASSING / INVASION OF PRIVACY,-83.76721539999994,42.26849750000008
200024412,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-31 23:34:00,ASSAULT - SIMPLE,-83.74917129999994,42.23800719900004
200023760,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2300 BLOCK TIMBERCREST CT,ANN ARBOR,2020-07-27 03:46:00,ASSAULT - SIMPLE,-83.72005889899998,42.31943709900003
